doi,cluster,phase,note,year,tier,score,S_topo,N_link,direct,sim,nearest_known,generic,openalex
10.1093/acprof:oso/9780199299126.003.0007,evo,4,Propagule dispersal and the spatial dynamics of populations and communities,2008,1,4.984,4.332,4,4,0.165,Bolker & Pacala 1999,0,https://openalex.org/W2496224614
10.1016/j.ufug.2017.06.010,lai,4,Comparison of non-destructive LAI determination methods and optimization of sampling schemes in an o,2017,1,4.982,4.982,6,2,0.069,Fang 2019 LAI review,0,https://openalex.org/W2638262537
10.1139/x09-155,forest,4,"Evaluating relationships among tree growth rate, shade tolerance, and browse tolerance following dis",2009,1,4.981,4.292,4,4,0.17,Piper 2018,0,https://openalex.org/W2141675942
10.3390/s22135048,lai,4,Estimation of Leaf Area Index with a Multi-Channel Spectral Micro-Sensor for Wireless Sensing Networ,2022,1,4.98,4.616,6,2,0.127,Fang 2019 LAI review,0,https://openalex.org/W4284710186
10.1017/s0266467405002774,forest,4,The contribution of interspecific variation in maximum tree height to tropical and temperate diversi,2005,1,4.972,4.313,6,3,0.166,Montgomery & Chazdon 2001,0,https://openalex.org/W2149364681
10.1093/forestry/cpw024,light,4,Challenges facing gap-based silviculture and possible solutions for mesic northern forests in North ,2016,1,4.971,4.304,4,4,0.167,Runkle 1982,0,https://openalex.org/W2473899290
10.1016/j.agrformet.2023.109470,lai,4,hemispheR: an R package for fisheye canopy image analysis,2023,1,4.968,4.968,7,2,0.031,Leblanc 2005,0,https://openalex.org/W4366765218
10.1016/j.rse.2009.06.017,lai,4,Using LiDAR and quickbird data to model plant production and quantify uncertainties associated with ,2009,1,4.964,4.964,7,2,0.072,Fang 2019 LAI review,0,https://openalex.org/W2013945504
10.1016/j.agrformet.2003.12.009,light,4,Rapid assessment of understory light availability in a wet tropical forest,2004,1,4.962,3.962,4,3,0.279,Montgomery & Chazdon 2001,0,https://openalex.org/W2045012845
10.1111/j.0022-0477.2004.00869.x,light,4,Understorey light profiles in temperate deciduous forests: recovery process following selection cutt,2004,1,4.959,4.27,6,3,0.17,Matsuo 2021,0,https://openalex.org/W2122252384
10.1111/j.0014-3820.2001.tb01290.x,evo,4,DIVERGENT EVOLUTION OF DISPERSAL IN A HETEROGENEOUS LANDSCAPE,2001,1,4.957,3.957,5,2,0.225,Hamilton & May 1977,0,https://openalex.org/W2126480878
10.1201/9781420007626.ch11,forest,4,Plant Diversity in Tropical Forests,2007,1,4.954,4.325,6,2,0.162,Denslow 1987,0,https://openalex.org/W2488505509
10.1016/j.rse.2026.115492,light,4,Unveiling forest vertical structure across China through stratified effective plant area index using,2026,1,4.954,4.878,7,3,0.089,Tang & Dubayah 2017,0,https://openalex.org/W7162416398
10.1111/j.1467-9868.2008.00700.x,field,4,Approximate Bayesian Inference for Latent Gaussian models by using Integrated Nested Laplace Approxi,2009,1,4.953,4.567,5,2,0.13,Lindgren 2011 SPDE,0,https://openalex.org/W2144898279
,field,4,Contributions to spectral spatial statistics,2011,1,4.946,3.946,6,2,0.299,Keitt 2000 spectral NLM,0,https://openalex.org/W2281252088
10.1029/94wr01457,field,4,A Simple and Efficient Space Domain Implementation of the Turning Bands Method,1995,1,4.94,3.94,4,3,0.238,Dietrich & Newsam 1997,0,https://openalex.org/W2067737711
10.1002/2017jg004256,light,4,Forest Canopy Structural Complexity and Light Absorption Relationships at the Subcontinental Scale,2018,1,4.936,4.603,5,2,0.123,Helbach 2022,0,https://openalex.org/W2795283873
10.1139/x01-003,light,4,"Gaps in a gappy forest: plant resources, longleaf pine regeneration, and understory response to tree",2001,1,4.934,4.54,6,3,0.131,Helbach 2022,0,https://openalex.org/W2055622459
10.1139/x00-116,light,4,Evaluation of digital and film hemispherical photography and spherical densiometry for measuring for,2000,1,4.925,3.925,5,2,0.303,Leblanc 2005,0,https://openalex.org/W2015349583
10.1016/j.agrformet.2008.07.014,lai,4,Derivation of high-resolution leaf area index maps in support of validation activities: Application ,2008,1,4.918,4.592,7,2,0.122,Fang 2019 LAI review,0,https://openalex.org/W2037664828
10.1016/j.agrformet.2015.07.008,lai,4,Variations of leaf inclination angle distribution with height over the growing season and light expo,2015,1,4.915,4.688,6,2,0.109,Matsuo 2021,0,https://openalex.org/W1087651761
,forest,4,TROPICAL FOREST COMMUNITY ECOLOGY,2008,1,4.909,4.909,5,3,0.032,Fang 2019 LAI review,0,https://openalex.org/W1583262702
10.1007/978-0-387-21811-3_2,field,4,An Introduction to Model-Based Geostatistics,2003,1,4.904,3.904,4,2,0.34,Zhang 2004,0,https://openalex.org/W1510225500
10.1006/tpbi.2000.1486,evo,4,General Theory of Competitive Coexistence in Spatially-Varying Environments,2000,1,4.904,4.904,5,2,0.076,Caswell 1976,0,https://openalex.org/W2095634271
,lai,4,Estimation of gap fraction and clumping index with Terrestrial and Airborne Laser Scanner data,2014,1,4.903,4.782,7,2,0.095,Demarez 2008,0,https://openalex.org/W2111492561
10.1214/16-ejs1125,field,4,REML estimation with intrinsic Matérn dependence in the spatial linear mixed model,2016,1,4.886,4.575,5,4,0.12,Lindgren 2011 SPDE,0,https://openalex.org/W2524290243
10.3390/rs14163997,lai,4,Evaluation of the Consistency of the Vegetation Clumping Index Retrieved from Updated MODIS BRDF Dat,2022,1,4.884,4.445,6,2,0.137,Fang 2019 LAI review,0,https://openalex.org/W4292261599
10.11728/cjss2023.06.2023-0078,lai,4,Retrieval methods for Tree Leaf Area Parameters Based on Terrestrial Laser Scanning,2023,1,4.882,4.609,5,2,0.115,Demarez 2008,0,https://openalex.org/W4389145961
10.1046/j.1420-9101.2002.00430.x,evo,4,Evolution of the distribution of dispersal distance under distance-dependent cost of dispersal,2002,1,4.878,3.878,5,2,0.279,Hamilton & May 1977,0,https://openalex.org/W2103387447
10.1017/9781107339217.016,forest,4,Plant Canopies,2019,1,4.862,4.195,4,3,0.167,Hirose 2005,0,https://openalex.org/W4211120571
10.1071/bt9670141,lai,4,A formula for average foliage density,1967,1,4.861,4.611,5,4,0.112,Wood & Chan 1994,0,https://openalex.org/W1971116548
10.3390/rs12101596,lai,4,Estimation of Canopy Gap Fraction from Terrestrial Laser Scanner Using an Angular Grid to Take Advan,2020,1,4.859,4.783,7,2,0.089,Chianucci 2019,0,https://openalex.org/W3025938332
10.1093/acprof:oso/9780199299126.003.0009,evo,4,Concluding remarks,2008,1,4.84,4.332,4,4,0.146,Legendre 1993,0,https://openalex.org/W4246792878
10.1086/282070,evo,4,Homage to Santa Rosalia or Why Are There So Many Kinds of Animals?,1959,1,4.834,4.834,6,2,0.013,Dietrich & Newsam 1997,0,https://openalex.org/W2113007429
10.1890/0012-9658(2001)082[0920:tmagis]2.0.co;2,light,4,TREE MORTALITY AND GROWTH IN 11 SYMPATRICMACARANGASPECIES IN BORNEO,2001,1,4.832,4.143,5,2,0.17,Canham 1994,0,https://openalex.org/W2031557118
10.1098/rstb.1994.0028,evo,4,Stochastic Spatial Models: A User's Guide to Ecological Applications,1994,1,4.828,4.828,6,2,0.076,Caswell 1976,0,https://openalex.org/W2166746978
,field,4,Correlation theory of stationary and related random functions,1987,1,4.824,3.824,5,2,0.32,Whittle 1955 corrigenda,0,https://openalex.org/W3148924112
10.1016/j.rse.2025.114797,lai,4,GROUNDED EO: Data-driven Sentinel-2 LAI and FAPAR retrieval using Gaussian processes trained with ex,2025,1,4.823,4.164,6,2,0.166,Fang 2019 LAI review,0,https://openalex.org/W4410419894
10.1046/j.1365-2745.1998.00298.x,light,4,"Seed dispersal, seedling establishment and gap partitioning among tropical pioneer trees",1998,1,4.82,4.525,5,2,0.118,Denslow 1987,0,https://openalex.org/W2006896980
10.1034/j.1600-0706.2000.900320.x,evo,4,Variability in dispersal distances generates typical successional patterns: a simple simulation mode,2000,1,4.82,4.623,6,3,0.105,Hamilton & May 1977,0,https://openalex.org/W2111280116
10.1093/jxb/eri055,light,4,Physiological and ecological significance of sunflecks for dipterocarp seedlings,2004,1,4.815,4.535,5,3,0.116,Canham 1990,0,https://openalex.org/W2135776286
,evo,4,The evolution of dispersal and seed size in plant communities,2000,1,4.814,4.216,5,2,0.158,Hamilton & May 1977,0,https://openalex.org/W1580959529
10.1198/016214506000000852,field,4,Approximate Likelihood for Large Irregularly Spaced Spatial Data,2007,1,4.811,4.531,4,2,0.116,Wood & Chan 1994,0,https://openalex.org/W1972845114
10.1016/s0040-5809(03)00090-x,evo,4,Combining endogenous and exogenous spatial variability in analytical population models,2003,1,4.801,4.301,5,3,0.145,Bolker & Pacala 1999,0,https://openalex.org/W2084875181
10.1111/1365-2664.13895,light,4,The impact of logging on vertical canopy structure across a gradient of tropical forest degradation ,2021,1,4.8,4.156,7,2,0.164,Matsuo 2021,0,https://openalex.org/W3159511210
10.1002/env.785,field,4,Spatial modelling using a new class of nonstationary covariance functions,2006,1,4.78,4.371,5,3,0.133,Wood & Chan 1994,0,https://openalex.org/W2041178793
10.4236/ojf.2024.143018,light,4,The Contribution of Hemispherical Photographs to Understand Natural Forest Regeneration in the AKAK ,2024,1,4.776,4.026,5,3,0.178,Demarez 2008,0,https://openalex.org/W4401136525
10.1016/j.rse.2025.114844,lai,4,NeRF-LAI: A hybrid method combining neural radiance field and gap-fraction theory for deriving effec,2025,1,4.763,4.763,7,2,0.071,Demarez 2008,0,https://openalex.org/W4411080625
10.1007/978-94-010-9460-3_7,evo,4,Evolution of Plant Dispersal,1999,1,4.762,3.762,5,2,0.299,Hamilton & May 1977,0,https://openalex.org/W2490487424
10.1016/b978-0-12-155070-7.50018-4,light,4,Coping with Environmental Heterogeneity: The Physiological Ecology of Tree Seedling Regeneration acr,1994,1,4.748,4.263,6,2,0.143,Nicotra 1999,0,https://openalex.org/W2488434617
10.1007/bf00044894,evo,4,Coexistence of plant species with similar niches,1984,1,4.747,4.588,6,3,0.1,Helbach 2022,0,https://openalex.org/W4292806081
10.1890/0012-9658(2006)87[1281:lhtitt]2.0.co;2,light,4,LIFE HISTORY TRADE-OFFS IN TROPICAL TREES AND LIANAS,2006,1,4.745,4.533,5,2,0.107,Denslow 1987,0,https://openalex.org/W2174928428
10.1016/s0168-1923(97)00073-7,light,4,Calibration of grey values of hemispherical photographs for image analysis,1998,1,4.744,3.744,4,3,0.362,Demarez 2008,0,https://openalex.org/W2074144571
10.3390/f11101037,lai,4,A Spatial Relationship between Canopy and Understory Leaf Area Index in an Old-Growth Cool-Temperate,2020,1,4.742,4.106,6,2,0.163,Zhu 2016,0,https://openalex.org/W3088226888
,evo,4,Causes and Effects of Small-Scale Spatial Structure in Plant Populations,2001,1,4.741,4.4,5,4,0.124,Bolker & Pacala 1999,0,https://openalex.org/W1520850796
10.1016/j.agrformet.2014.11.010,light,4,The relationship between leaf area index and microclimate in tropical forest and oil palm plantation,2014,1,4.736,4.653,6,2,0.09,Nicotra 1999,0,https://openalex.org/W2036005841
10.1890/0012-9658(1998)079[0783:cgcatr]2.0.co;2,forest,4,CANOPY GAP CHARACTERISTICS AND TREE REPLACEMENT IN THE SOUTHEASTERN BOREAL FOREST,1998,1,4.73,4.063,5,2,0.167,Matsuo 2021,0,https://openalex.org/W2051226243
10.1016/s0304-3800(99)00171-4,forest,4,"Study of structural, successional and spatial patterns in tropical rain forests using TROLL, a spati",1999,1,4.729,4.184,5,3,0.151,Ehbrecht 2021,0,https://openalex.org/W2115707055
10.1002/ecs2.70021,light,4,Shifts in light availability driven by dieback across a marsh‐forest gradient,2024,1,4.727,4.469,5,4,0.113,Helbach 2022,0,https://openalex.org/W4403379433
10.1111/j.1365-2745.2010.01766.x,forest,4,"Latitude, solar elevation angles and gap‐regenerating rain forest pioneers",2010,1,4.72,3.72,5,3,0.25,Canham 1990,0,https://openalex.org/W1550128369
10.32604/phyton.2021.016795,light,4,The Spatial-Temporal Heterogeneity of Understory Light Availability in a Temperate Forest of North C,2021,1,4.718,3.718,4,3,0.243,Helbach 2022,0,https://openalex.org/W3175926602
10.2307/3545618,forest,4,Species Diversity and Small-Scale Disturbance in an Old-Growth Temperate Forest: A Consideration of ,1997,1,4.716,3.89,4,3,0.188,Liu 2018,0,https://openalex.org/W2155310917
10.1086/339989,evo,4,Dispersal: Risk Spreading versus Local Adaptation,2002,1,4.709,3.709,5,2,0.284,Hamilton & May 1977,0,https://openalex.org/W2002373071
10.1029/93wr01070,field,4,A fast and exact method for multidimensional gaussian stochastic simulations,1993,1,4.702,3.702,4,3,0.401,Dietrich & Newsam 1997,0,https://openalex.org/W2153700325
10.1139/x03-231,light,4,Comparing direct and indirect methods of assessing canopy structure in a northern hardwood forest,2004,1,4.696,3.794,5,2,0.198,Demarez 2008,0,https://openalex.org/W2083696817
10.1016/j.rse.2004.02.011,lai,4,Leaf area index measurements in a tropical moist forest: A case study from Costa Rica,2004,1,4.693,4.057,6,2,0.163,Nicotra 1999,0,https://openalex.org/W2038485292
10.1080/00401706.1993.10485354,field,4,A Bayesian Analysis of Kriging,1993,1,4.682,4.538,6,3,0.098,Wood & Chan 1994,0,https://openalex.org/W2069626069
10.1007/978-94-009-1685-2_21,light,4,Rainforest dynamics: the need for new paradigms,1996,1,4.682,4.197,6,2,0.143,Legendre 1993,0,https://openalex.org/W39711523
10.1111/1467-9469.00115,field,4,Log Gaussian Cox Processes,1998,1,4.68,4.559,5,2,0.095,Dietrich & Newsam 1997,0,https://openalex.org/W1981890344
10.1007/3-540-31304-4_9,forest,4,Modeling Forest Regeneration,2006,1,4.678,4.239,4,4,0.137,Nicotra 1999,0,https://openalex.org/W151353100
10.1137/s0036144501394387,field,4,Stochastic Models That Separate Fractal Dimension and the Hurst Effect,2004,1,4.672,4.657,5,3,0.081,Lindgren 2011 SPDE,0,https://openalex.org/W1996007769
10.5849/forsci.10-123,light,4,Spatial Variability of Leaf Area Index in Homogeneous Forests Relates to Local Variation in Tree Cha,2012,1,4.669,3.881,4,2,0.183,Liu 2018,0,https://openalex.org/W1993048444
10.1890/1051-0761(2000)010[0760:gdffda]2.0.co;2,light,4,GAP DYNAMICS FOLLOWING FOREST DECLINE: A CASE STUDY OF RED SPRUCE FORESTS,2000,1,4.669,4.124,7,2,0.151,Runkle 1982,0,https://openalex.org/W2143356791
10.1093/acprof:oso/9780199299126.002.0003,evo,4,Copyright Page,2008,1,4.665,4.332,4,4,0.123,Guttorp & Gneiting 2006,0,https://openalex.org/W4290875451
,light,4,The Influence of Overstory Structure on Understory Light Availability in a Longleaf Pine (Pinus palu,2000,1,4.661,4.108,6,2,0.152,Montgomery & Chazdon 2001,0,https://openalex.org/W2580442012
10.1016/j.jmva.2022.104949,field,4,Unifying compactly supported and Matérn covariance functions in spatial statistics,2022,1,4.659,4.0,4,4,0.166,Guttorp & Gneiting 2006,0,https://openalex.org/W3048085585
10.1017/s0266467400010038,light,4,Effects of canopy species dominance on understorey light availability in low-elevation secondary for,1996,1,4.643,3.643,4,3,0.285,Montgomery & Chazdon 2001,0,https://openalex.org/W2015946769
10.1017/9781107339217.010,forest,4,Hydrologic Scaling and Spatial Heterogeneity,2019,1,4.641,4.186,4,3,0.139,Liu 2018,0,https://openalex.org/W3160341245
10.1139/x09-137,light,4,Late-successional riparian forest structure results in heterogeneous periphyton distributions in low,2009,1,4.641,4.436,5,4,0.106,Nicotra 1999,0,https://openalex.org/W2161754522
10.1093/acprof:oso/9780199299126.001.0001,evo,4,Dispersal in Plants,2008,1,4.627,4.332,4,4,0.118,Caswell 1976,0,https://openalex.org/W2485380251
10.1007/bf00384537,light,4,The light environment and growth of C3 and C4 tree species in the understory of a Hawaiian forest,1983,1,4.62,3.832,5,2,0.183,Helbach 2022,0,https://openalex.org/W2035666801
10.1111/gcb.14000,light,4,Environmental heterogeneity and biotic interactions mediate climate impacts on tropical forest regen,2017,1,4.614,3.978,5,3,0.163,Nicotra 1999,0,https://openalex.org/W2773691777
10.1300/j091v06n03_01,forest,4,Gap-Disturbance Regimes in Different Forest Types of Japan,1997,1,4.613,3.908,5,3,0.172,Runkle 1982,0,https://openalex.org/W2061593804
10.2139/ssrn.4867698,lai,4,Intercomparison of High Spatial Resolution Lai Remote Sensing Products Over Neon Forest Sites,2024,1,4.613,3.613,5,2,0.232,Fang 2019 LAI review,0,https://openalex.org/W4399725411
10.1093/acprof:oso/9780199299126.003.0005,evo,4,Patterns of dispersal from entire plants,2008,1,4.612,4.332,4,4,0.116,Hamilton & May 1977,0,https://openalex.org/W2479881963
10.2307/2261696,forest,4,Patterns of Tree-Fall and Branch-Fall in a Tropical Rain Forest in French Guiana,1996,1,4.608,4.04,3,3,0.154,Canham 1990,0,https://openalex.org/W2164341455
10.1093/biomet/69.1.95,field,4,Parameter estimation for a stationary process on a d-dimensional lattice,1982,1,4.606,3.606,5,2,0.262,Wood & Chan 1994,0,https://openalex.org/W1991389415
10.1046/j.1365-2745.2000.00489.x,light,4,The impact of lianas on tree regeneration in tropical forest canopy gaps: evidence for an alternativ,2000,1,4.6,4.274,5,2,0.122,Runkle 1982,0,https://openalex.org/W2168300327
10.1016/j.agrformet.2004.06.002,lai,4,"Effects of image quality, size and camera type on forest light environment estimates using digital h",2004,1,4.598,3.598,4,2,0.419,Leblanc 2005,0,https://openalex.org/W2142250497
10.1007/bf02803189,forest,4,Tree species diversity in temperate and tropical forest gaps: The role of lottery recruitment,2002,1,4.588,4.133,7,2,0.139,Piper 2018,0,https://openalex.org/W2092436561
10.1007/bf02860997,evo,4,On the adaptive value of large seeds for tropical moist forest trees: A review and synthesis,1986,1,4.587,4.466,5,2,0.095,Matsuo 2021,0,https://openalex.org/W2070375013
